"provincia";"poblacion";"codigopostalid"
"Burgos";"Miranda de Ebro";"09200"
"Burgos";"Valle de Tobalina";"09210"
"Burgos";"Frías";"09211"
"Burgos";"Partido de la Sierra en Tobalina";"09211"
"Burgos";"O?a";"09211"
"Burgos";"Valle de Tobalina";"09211"
"Burgos";"Valle de Tobalina";"09212"
"Burgos";"Miranda de Ebro";"09212"
"Burgos";"Merindad de Cuesta-Urria";"09212"
"Burgos";"Cillaperlata";"09213"
"Burgos";"Valle de Tobalina";"09213"
"Burgos";"Trespaderne";"09213"
"Burgos";"Bozoó";"09214"
"Burgos";"Condado de Trevi?o";"09215"
"Burgos";"Condado de Trevi?o";"09216"
"Burgos";"Condado de Trevi?o";"09217"
"Burgos";"Condado de Trevi?o";"09218"
"Burgos";"Miranda de Ebro";"09218"
"Burgos";"Altable";"09219"
"Burgos";"Villanueva de Teba";"09219"
"Burgos";"Santa María Rivarredonda";"09219"
"Burgos";"Bozoó";"09219"
"Burgos";"Santa Gadea del Cid";"09219"
"Burgos";"Valluércanes";"09219"
"Burgos";"Encío";"09219"
"Burgos";"Ameyugo";"09219"
"Burgos";"Miranda de Ebro";"09219"
"Burgos";"Pampliega";"09220"
"Burgos";"Villaquirán de los Infantes";"09226"
"Burgos";"Barrio de Mu?ó";"09226"
"Burgos";"Belbimbre";"09226"
"Burgos";"Villazopeque";"09226"
"Burgos";"Pampliega";"09226"
"Burgos";"Celada del Camino";"09226"
"Burgos";"Villaverde-Mogina";"09226"
"Burgos";"Palazuelos de Mu?ó";"09226"
"Burgos";"Iglesias";"09227"
"Burgos";"Villaldemiro";"09227"
"Burgos";"Castellanos de Castro";"09227"
"Burgos";"Hontanas";"09227"
"Burgos";"Tamarón";"09227"
"Burgos";"Villaverde del Monte";"09228"
"Burgos";"Mahamud";"09228"
"Burgos";"Presencio";"09228"
"Burgos";"Mazuela";"09228"
"Burgos";"Ciadoncha";"09228"
"Burgos";"Olmillos de Mu?ó";"09228"
"Burgos";"San Mamés de Burgos";"09230"
"Burgos";"Buniel";"09230"
"Burgos";"Hornillos del Camino";"09230"
"Burgos";"Estépar";"09230"
"Burgos";"Frandovínez";"09230"
"Burgos";"Alfoz de Bricia";"09233"
"Burgos";"Cayuela";"09239"
"Burgos";"Arcos";"09239"
"Burgos";"Estépar";"09239"
"Burgos";"Albillos";"09239"
"Burgos";"Cavia";"09239"
"Burgos";"Briviesca";"09240"
"Burgos";"Fuentebureba";"09244"
"Burgos";"Busto de Bureba";"09244"
"Burgos";"Quintanaélez";"09244"
"Burgos";"Grisale?a";"09245"
"Burgos";"Vallarta de Bureba";"09245"
"Burgos";"Zu?eda";"09245"
"Burgos";"Briviesca";"09245"
"Burgos";"Berzosa de Bureba";"09245"
"Burgos";"Llano de Bureba";"09246"
"Burgos";"Quintanabureba";"09246"
"Burgos";"Rojas";"09246"
"Burgos";"Carcedo de Bureba";"09246"
"Burgos";"Piérnigas";"09246"
"Burgos";"O?a";"09246"
"Burgos";"Poza de la Sal";"09246"
"Burgos";"Los Barrios de Bureba";"09246"
"Burgos";"Galbarros";"09247"
"Burgos";"Salinillas de Bureba";"09247"
"Burgos";"Briviesca";"09248"
"Burgos";"Carrias";"09248"
"Burgos";"Reinoso";"09248"
"Burgos";"Prádanos de Bureba";"09248"
"Burgos";"Belorado";"09248"
"Burgos";"Ba?uelos de Bureba";"09248"
"Burgos";"Aguilar de Bureba";"09249"
"Burgos";"O?a";"09249"
"Burgos";"Los Barrios de Bureba";"09249"
"Burgos";"Vile?a";"09249"
"Burgos";"Navas de Bureba";"09249"
"Burgos";"Briviesca";"09249"
"Burgos";"La Vid de Bureba";"09249"
"Burgos";"Belorado";"09250"
"Burgos";"Cubo de Bureba";"09251"
"Burgos";"Miraveche";"09252"
"Burgos";"Villafranca Montes de Oca";"09257"
"Burgos";"Castil de Peones";"09258"
"Burgos";"Tosantos";"09258"
"Burgos";"Belorado";"09258"
"Burgos";"Alcocero de Mola";"09258"
"Burgos";"Villambistia";"09258"
"Burgos";"Valle de Oca";"09258"
"Burgos";"Espinosa del Camino";"09258"
"Burgos";"Villafranca Montes de Oca";"09258"
"Burgos";"Bascu?ana";"09259"
"Burgos";"Ibrillos";"09259"
"Burgos";"Redecilla del Campo";"09259"
"Burgos";"Viloria de Rioja";"09259"
"Burgos";"Fresne?a";"09259"
"Burgos";"Castildelgado";"09259"
"Burgos";"Redecilla del Camino";"09259"
"Burgos";"Pradoluengo";"09260"
"Burgos";"Fresneda de la Sierra Tirón";"09267"
"Burgos";"Belorado";"09267"
"Burgos";"Valmala";"09268"
"Burgos";"Pradoluengo";"09268"
"Burgos";"Santa Cruz del Valle Urbión";"09268"
"Burgos";"Rábanos";"09268"
"Burgos";"Villagalijo";"09268"
"Burgos";"San Vicente del Valle";"09268"
"Burgos";"Rábanos";"09269"
"Burgos";"Cerezo de Río Tirón";"09270"
"Burgos";"Redecilla del Campo";"09270"
"Burgos";"Quintanilla San García";"09271"
"Burgos";"Belorado";"09272"
"Burgos";"Fresno de Río Tirón";"09272"
"Burgos";"Encío";"09280"
"Burgos";"Pancorbo";"09280"
"Burgos";"Cascajares de Bureba";"09280"
"Burgos";"Valle de Mena";"09285"
"Burgos";"Quintanapalla";"09290"
"Burgos";"Fresno de Rodilla";"09290"
"Burgos";"Monasterio de Rodilla";"09292"
"Burgos";"Quintanavides";"09292"
"Burgos";"Villaescusa la Sombría";"09292"
"Burgos";"Cerratón de Juarros";"09292"
"Burgos";"Arraya de Oca";"09292"
"Burgos";"Santa María del Invierno";"09292"
"Burgos";"Briviesca";"09292"
"Burgos";"Santa Olalla de Bureba";"09292"
"Burgos";"Bugedo";"09293"
"Burgos";"Miranda de Ebro";"09293"
"Burgos";"La Puebla de Arganzón";"09294"
"Burgos";"Condado de Trevi?o";"09294"
"Burgos";"Roa";"09300"
"Burgos";"Torresandino";"09310"
"Burgos";"Villatuelda";"09310"
"Burgos";"Tórtoles de Esgueva";"09310"
"Burgos";"Olmedillo de Roa";"09311"
"Burgos";"La Horra";"09311"
"Burgos";"Tórtoles de Esgueva";"09312"
"Burgos";"Anguix";"09312"
"Burgos";"Pedrosa de Duero";"09314"
"Burgos";"Villaescusa de Roa";"09314"
"Burgos";"La Cueva de Roa";"09315"
"Burgos";"Fuentemolinos";"09315"
"Burgos";"Fuentecén";"09315"
"Burgos";"Berlangas de Roa";"09316"
"Burgos";"Hoyales de Roa";"09316"
"Burgos";"San Martín de Rubiales";"09317"
"Burgos";"Mambrilla de Castrejón";"09317"
"Burgos";"Pedrosa de Duero";"09317"
"Burgos";"Nava de Roa";"09318"
"Burgos";"Valdezate";"09318"
"Burgos";"Fuentelisendo";"09318"
"Burgos";"Madrigal del Monte";"09320"
"Burgos";"Valdorros";"09320"
"Burgos";"Cogollos";"09320"
"Burgos";"Madrigalejo del Monte";"09330"
"Burgos";"Valles de Palenzuela";"09338"
"Burgos";"Villamayor de los Montes";"09339"
"Burgos";"Villaverde del Monte";"09339"
"Burgos";"Zael";"09339"
"Burgos";"Villangómez";"09339"
"Burgos";"Lerma";"09340"
"Burgos";"Tordómar";"09341"
"Burgos";"Lerma";"09341"
"Burgos";"Santa Cecilia";"09341"
"Burgos";"Peral de Arlanza";"09342"
"Burgos";"Santa María del Campo";"09342"
"Burgos";"Torrepadre";"09342"
"Burgos";"Villahoz";"09343"
"Burgos";"Villafruela";"09344"
"Burgos";"Royuela de Río Franco";"09344"
"Burgos";"Torrepadre";"09345"
"Burgos";"Avellanosa de Mu?ó";"09345"
"Burgos";"Iglesiarrubia";"09345"
"Burgos";"Royuela de Río Franco";"09345"
"Burgos";"Mecerreyes";"09346"
"Burgos";"Covarrubias";"09346"
"Burgos";"Puentedura";"09347"
"Burgos";"Retuerta";"09347"
"Burgos";"Lerma";"09347"
"Burgos";"Covarrubias";"09347"
"Burgos";"Quintanilla del Agua y Tordueles";"09347"
"Burgos";"Quintanilla del Coco";"09348"
"Burgos";"Lerma";"09348"
"Burgos";"Cebrecos";"09348"
"Burgos";"Nebreda";"09348"
"Burgos";"Solarana";"09348"
"Burgos";"Cilleruelo de Arriba";"09349"
"Burgos";"Pineda Trasmonte";"09349"
"Burgos";"Fontioso";"09349"
"Burgos";"Lerma";"09349"
"Burgos";"Cilleruelo de Abajo";"09349"
"Burgos";"Quintanilla de la Mata";"09349"
"Burgos";"Caba?es de Esgueva";"09350"
"Burgos";"Santibá?ez de Esgueva";"09350"
"Burgos";"Bahabón de Esgueva";"09350"
"Burgos";"Oquillas";"09350"
"Burgos";"Hontoria de la Cantera";"09351"
"Burgos";"Los Ausines";"09351"
"Burgos";"Cubillo del Campo";"09352"
"Burgos";"Santa María del Mercadillo";"09353"
"Burgos";"Pinilla Trasmonte";"09354"
"Burgos";"Quintana del Pidio";"09370"
"Burgos";"Aranda de Duero";"09370"
"Burgos";"Gumiel de Izán";"09370"
"Burgos";"Santa Inés";"09390"
"Burgos";"Madrigalejo del Monte";"09390"
"Burgos";"Torrecilla del Monte";"09390"
"Burgos";"Villalmanzo";"09390"
"Burgos";"Castrillo de la Vega";"09391"
"Burgos";"Aranda de Duero";"09400"
"Burgos";"Coru?a del Conde";"09410"
"Burgos";"Pe?aranda de Duero";"09410"
"Burgos";"Arandilla";"09410"
"Burgos";"Huerta de Rey";"09430"
"Burgos";"Haza";"09436"
"Burgos";"Sotillo de la Ribera";"09440"
"Burgos";"Sotillo de la Ribera";"09441"
"Burgos";"Terradillos de Esgueva";"09442"
"Burgos";"Gumiel de Mercado";"09443"
"Burgos";"Villalba de Duero";"09443"
"Burgos";"Villanueva de Gumiel";"09450"
"Burgos";"Aranda de Duero";"09450"
"Burgos";"Hontoria de Valdearados";"09450"
"Burgos";"Ba?os de Valdearados";"09450"
"Burgos";"Caleruega";"09451"
"Burgos";"Arauzo de Miel";"09451"
"Burgos";"Arauzo de Torre";"09451"
"Burgos";"Arauzo de Salce";"09451"
"Burgos";"Tubilla del Lago";"09453"
"Burgos";"Valdeande";"09453"
"Burgos";"Villalbilla de Gumiel";"09453"
"Burgos";"Huerta de Rey";"09454"
"Burgos";"Quemada";"09454"
"Burgos";"Milagros";"09460"
"Burgos";"Fuentenebro";"09461"
"Burgos";"Adrada de Haza";"09462"
"Burgos";"La Sequera de Haza";"09462"
"Burgos";"Moradillo de Roa";"09462"
"Burgos";"Pardilla";"09462"
"Burgos";"Hontangas";"09462"
"Burgos";"Haza";"09463"
"Burgos";"La Vid y Barrios";"09471"
"Burgos";"Fuentelcésped";"09471"
"Burgos";"Fuentespina";"09471"
"Burgos";"Santa Cruz de la Salceda";"09471"
"Burgos";"San Juan del Monte";"09490"
"Burgos";"Zazuar";"09490"
"Burgos";"Pe?aranda de Duero";"09490"
"Burgos";"Brazacorta";"09490"
"Burgos";"Fresnillo de las Due?as";"09491"
"Burgos";"Vadocondes";"09491"
"Burgos";"La Vid y Barrios";"09491"
"Burgos";"Campillo de Aranda";"09493"
"Burgos";"Torregalindo";"09493"
"Burgos";"Medina de Pomar";"09500"
"Burgos";"Valle de Losa";"09510"
"Burgos";"Junta de Traslaloma";"09510"
"Burgos";"Valle de Losa";"09511"
"Burgos";"Berberana";"09511"
"Burgos";"Junta de Villalba de Losa";"09511"
"Burgos";"Valle de Losa";"09512"
"Burgos";"Medina de Pomar";"09512"
"Burgos";"Medina de Pomar";"09513"
"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"09513"
"Burgos";"Merindad de Montija";"09514"
"Burgos";"Junta de Traslaloma";"09514"
"Burgos";"Medina de Pomar";"09514"
"Burgos";"Medina de Pomar";"09515"
"Burgos";"Merindad de Cuesta-Urria";"09515"
"Burgos";"O?a";"09530"
"Burgos";"Trespaderne";"09540"
"Burgos";"Valle de Mena";"09545"
"Burgos";"Merindad de Cuesta-Urria";"09549"
"Burgos";"Trespaderne";"09549"
"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"09549"
"Burgos";"Valle de Tobalina";"09549"
"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"09550"
"Burgos";"Los Altos";"09551"
"Burgos";"Valle de Sedano";"09551"
"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"09553"
"Burgos";"O?a";"09554"
"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"09554"
"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"09555"
"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"09556"
"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"09557"
"Burgos";"Merindad de Sotoscueva";"09557"
"Burgos";"Merindad de Valdeporres";"09557"
"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"09558"
"Burgos";"Valle de Manzanedo";"09558"
"Burgos";"Merindad de Valdivielso";"09559"
"Burgos";"O?a";"09559"
"Burgos";"Los Altos";"09559"
"Burgos";"Espinosa de los Monteros";"09560"
"Burgos";"Espinosa de los Monteros";"09566"
"Burgos";"Espinosa de los Monteros";"09567"
"Burgos";"Merindad de Sotoscueva";"09567"
"Burgos";"Merindad de Sotoscueva";"09568"
"Burgos";"Valle de Mena";"09569"
"Burgos";"Merindad de Montija";"09569"
"Burgos";"Espinosa de los Monteros";"09569"
"Burgos";"Alfoz de Santa Gadea";"09570"
"Burgos";"Arija";"09570"
"Burgos";"Alfoz de Santa Gadea";"09571"
"Burgos";"Valle de Valdebezana";"09571"
"Burgos";"Alfoz de Bricia";"09571"
"Burgos";"Valle de Manzanedo";"09572"
"Burgos";"Valle de Valdebezana";"09572"
"Burgos";"Alfoz de Bricia";"09572"
"Burgos";"Merindad de Valdeporres";"09573"
"Burgos";"Merindad de Valdeporres";"09574"
"Burgos";"Valle de Mena";"09580"
"Burgos";"Valle de Mena";"09585"
"Burgos";"Valle de Mena";"09586"
"Burgos";"Valle de Mena";"09587"
"Burgos";"Valle de Mena";"09588"
"Burgos";"Pampliega";"09589"
"Burgos";"Valle de Mena";"09589"
"Burgos";"Valle de las Navas";"09591"
"Burgos";"Merindad de Río Ubierna";"09591"
"Burgos";"Poza de la Sal";"09592"
"Burgos";"Rublacedo de Abajo";"09592"
"Burgos";"Carcedo de Bureba";"09592"
"Burgos";"Abajas";"09592"
"Burgos";"Rucandio";"09593"
"Burgos";"Salas de Bureba";"09593"
"Burgos";"Padrones de Bureba";"09593"
"Burgos";"O?a";"09593"
"Burgos";"Cantabrana";"09593"
"Burgos";"Aguas Cándidas";"09593"
"Burgos";"Merindad de Cuesta-Urria";"09594"
"Burgos";"Salas de los Infantes";"09600"
"Burgos";"Ciruelos de Cervera";"09610"
"Burgos";"Santo Domingo de Silos";"09610"
"Burgos";"Espinosa de Cervera";"09610"
"Burgos";"Carazo";"09611"
"Burgos";"Hacinas";"09611"
"Burgos";"Villanueva de Carazo";"09611"
"Burgos";"Mamolar";"09612"
"Burgos";"Cabezón de la Sierra";"09612"
"Burgos";"La Gallega";"09612"
"Burgos";"Pinilla de los Barruecos";"09612"
"Burgos";"Pinilla de los Moros";"09613"
"Burgos";"Vizcaínos";"09613"
"Burgos";"La Revilla y Ahedo";"09613"
"Burgos";"Salas de los Infantes";"09613"
"Burgos";"Barbadillo del Mercado";"09613"
"Burgos";"Contreras";"09613"
"Burgos";"Monasterio de la Sierra";"09613"
"Burgos";"Barbadillo del Pez";"09614"
"Burgos";"Huerta de Arriba";"09614"
"Burgos";"Valle de Valdelaguna";"09614"
"Burgos";"Barbadillo de Herreros";"09615"
"Burgos";"Riocavado de la Sierra";"09615"
"Burgos";"Salas de los Infantes";"09615"
"Burgos";"Monterrubio de la Demanda";"09615"
"Burgos";"Tejada";"09616"
"Burgos";"Santibá?ez del Val";"09617"
"Burgos";"Santibá?ez del Val";"09618"
"Burgos";"Hontoria del Pinar";"09619"
"Burgos";"Revillarruz";"09620"
"Burgos";"Sarracín";"09620"
"Burgos";"Modúbar de la Emparedada";"09620"
"Burgos";"Salda?a de Burgos";"09620"
"Burgos";"Arauzo de Miel";"09631"
"Burgos";"Jurisdicción de Lara";"09640"
"Burgos";"Tinieblas de la Sierra";"09640"
"Burgos";"Jaramillo de la Fuente";"09640"
"Burgos";"Cascajares de la Sierra";"09640"
"Burgos";"San Millán de Lara";"09640"
"Burgos";"Mambrillas de Lara";"09640"
"Burgos";"Villoruebo";"09640"
"Burgos";"Hortigüela";"09640"
"Burgos";"Jaramillo Quemado";"09640"
"Burgos";"Villaespasa";"09640"
"Burgos";"Cuevas de San Clemente";"09641"
"Burgos";"Los Ausines";"09642"
"Burgos";"Mambrillas de Lara";"09642"
"Burgos";"Torrelara";"09645"
"Burgos";"Villoruebo";"09646"
"Burgos";"Revilla del Campo";"09647"
"Burgos";"Tinieblas de la Sierra";"09649"
"Burgos";"Villamiel de la Sierra";"09649"
"Burgos";"Palazuelos de la Sierra";"09649"
"Burgos";"Villaespasa";"09650"
"Burgos";"Campolara";"09650"
"Burgos";"Jurisdicción de Lara";"09651"
"Burgos";"Villanueva de Arga?o";"09652"
"Burgos";"Isar";"09653"
"Burgos";"Isar";"09654"
"Burgos";"Hontoria del Pinar";"09660"
"Burgos";"Rabanera del Pinar";"09660"
"Burgos";"Quintanar de la Sierra";"09670"
"Burgos";"Iglesiarrubia";"09678"
"Burgos";"Neila";"09679"
"Burgos";"Palacios de la Sierra";"09680"
"Burgos";"Vilviestre del Pinar";"09690"
"Burgos";"Moncalvillo";"09691"
"Burgos";"Castrillo de la Reina";"09691"
"Burgos";"Canicosa de la Sierra";"09692"
"Burgos";"Regumiel de la Sierra";"09693"
"Cáceres";"Cáceres";"10000"
"Cáceres";"Cáceres";"10001"
"Cáceres";"Cáceres";"10002"
"Cáceres";"Cáceres";"10003"
"Cáceres";"Cáceres";"10004"
"Cáceres";"Cáceres";"10005"
"Cáceres";"Miajadas";"10100"
"Cáceres";"Miajadas";"10109"
"Cáceres";"Losar de la Vera";"10110"
"Cáceres";"Madrigalejo";"10110"
"Cáceres";"Logrosán";"10120"
"Cáceres";"Berzocana";"10129"
"Cáceres";"Zorita";"10130"
"Cáceres";"Valdemorales";"10131"
"Cáceres";"Almoharín";"10132"
"Cáceres";"Escurial";"10133"
"Cáceres";"Campo Lugar";"10134"
"Cáceres";"Alcollarín";"10135"
"Cáceres";"Ca?amero";"10136"
"Cáceres";"Alía";"10137"
"Cáceres";"Guadalupe";"10140"
"Cáceres";"Alcuéscar";"10160"
"Cáceres";"Casas de Don Antonio";"10162"
"Cáceres";"Aldea del Cano";"10163"
"Cáceres";"Cáceres";"10164"
"Cáceres";"Zarza de Montánchez";"10169"
"Cáceres";"Montánchez";"10170"
"Cáceres";"Zarza de Granadilla";"10170"
"Cáceres";"Valdefuentes";"10180"
"Cáceres";"Sierra de Fuentes";"10181"
"Cáceres";"Torreorgaz";"10182"
"Cáceres";"Villanueva de la Sierra";"10182"
"Cáceres";"Torrequemada";"10183"
"Cáceres";"Torremocha";"10184"
"Cáceres";"Benquerencia";"10185"
"Cáceres";"Botija";"10185"
"Cáceres";"Torre de Santa María";"10186"
"Cáceres";"Albalá";"10187"
"Cáceres";"Salvatierra de Santiago";"10189"
"Cáceres";"Ruanes";"10189"
"Cáceres";"Santa Ana";"10189"
"Cáceres";"Zarza de Montánchez";"10189"
"Cáceres";"Malpartida de Cáceres";"10190"
"Cáceres";"Casar de Cáceres";"10190"
"Cáceres";"Santiago del Campo";"10191"
"Cáceres";"Hinojal";"10192"
"Cáceres";"Talaván";"10193"
"Cáceres";"Monroy";"10194"
"Cáceres";"Cáceres";"10195"
"Cáceres";"Albalá";"10197"
"Cáceres";"Santa Marta de Magasca";"10198"
"Cáceres";"Santiago de Alcántara";"10198"
"Cáceres";"Cáceres";"10199"
"Cáceres";"Trujillo";"10200"
"Cáceres";"Madro?era";"10210"
"Cáceres";"Trujillo";"10220"
"Cáceres";"Herguijuela";"10230"
"Cáceres";"Conquista de la Sierra";"10240"
"Cáceres";"Garciaz";"10250"
"Cáceres";"Aldeacentenera";"10251"
"Cáceres";"Torrecillas de la Tiesa";"10252"
"Cáceres";"Santa Cruz de la Sierra";"10260"
"Cáceres";"Puerto de Santa Cruz";"10261"
"Cáceres";"Robledillo de Trujillo";"10261"
"Cáceres";"Abertura";"10262"
"Cáceres";"Villamesías";"10263"
"Cáceres";"Robledillo de Trujillo";"10269"
"Cáceres";"La Cumbre";"10270"
"Cáceres";"Plasenzuela";"10271"
"Cáceres";"Ibahernando";"10280"
"Cáceres";"Trujillo";"10290"
"Cáceres";"La Aldea del Obispo";"10291"
"Cáceres";"Trujillo";"10291"
"Cáceres";"Trujillo";"10292"
"Cáceres";"Navalmoral de la Mata";"10300"
"Cáceres";"Talayuela";"10310"
"Cáceres";"Collado de la Vera";"10317"
"Cáceres";"Talayuela";"10318"
"Cáceres";"Talayuela";"10319"
"Cáceres";"Bohonal de Ibor";"10320"
"Cáceres";"Fresnedoso de Ibor";"10328"
"Cáceres";"Valdeca?as de Tajo";"10329"
"Cáceres";"Campillo de Deleitosa";"10329"
"Cáceres";"Mesas de Ibor";"10329"
"Cáceres";"Villar del Pedroso";"10330"
"Cáceres";"Carrascalejo";"10331"
"Cáceres";"Villar del Pedroso";"10331"
"Cáceres";"Valdeca?as de Tajo";"10332"
"Cáceres";"Valdelacasa de Tajo";"10332"
"Cáceres";"Garvín";"10333"
"Cáceres";"Peraleda de San Román";"10334"
"Cáceres";"Peraleda de la Mata";"10335"
"Cáceres";"Casta?ar de Ibor";"10340"
"Cáceres";"Navalvillar de Ibor";"10341"
"Cáceres";"Almaraz";"10350"
"Cáceres";"Higuera";"10359"
"Cáceres";"Romangordo";"10359"
"Cáceres";"Casas de Miravete";"10360"
"Cáceres";"Deleitosa";"10370"
"Cáceres";"Hernán-Pérez";"10370"
"Cáceres";"Robledollano";"10371"
"Cáceres";"Caba?as del Castillo";"10372"
"Cáceres";"Caba?as del Castillo";"10373"
"Cáceres";"Navezuelas";"10374"
"Cáceres";"Jaraicejo";"10380"
"Cáceres";"Saucedilla";"10390"
"Cáceres";"Rosalejo";"10391"
"Cáceres";"El Gordo";"10392"
"Cáceres";"Berrocalejo";"10392"
"Cáceres";"Valdehúncar";"10393"
"Cáceres";"Millanes";"10394"
"Cáceres";"Belvís de Monroy";"10394"
"Cáceres";"Jaraíz de la Vera";"10400"
"Cáceres";"Arroyomolinos de la Vera";"10410"
"Cáceres";"Pasarón de la Vera";"10411"
"Cáceres";"Garganta la Olla";"10412"
"Cáceres";"Torremenga";"10413"
"Cáceres";"Collado de la Vera";"10414"
"Cáceres";"Valencia de Alcántara";"10415"
"Cáceres";"Tejeda de Tiétar";"10420"
"Cáceres";"Cuacos de Yuste";"10430"
"Cáceres";"Aldeanueva de la Vera";"10440"
"Cáceres";"Jarandilla de la Vera";"10450"
"Cáceres";"Guijo de Santa Bárbara";"10459"
"Cáceres";"Losar de la Vera";"10460"
"Cáceres";"Villanueva de la Vera";"10470"
"Cáceres";"Madrigal de la Vera";"10480"
"Cáceres";"Vegaviana";"10484"
"Cáceres";"Valverde de la Vera";"10490"
"Cáceres";"Villanueva de la Vera";"10490"
"Cáceres";"Talaveruela de la Vera";"10491"
"Cáceres";"Viandar de la Vera";"10492"
"Cáceres";"Robledillo de la Vera";"10493"
"Cáceres";"Valencia de Alcántara";"10500"
"Cáceres";"Valencia de Alcántara";"10509"
"Cáceres";"Santiago de Alcántara";"10510"
"Cáceres";"Carbajo";"10511"
"Cáceres";"Herrera de Alcántara";"10512"
"Cáceres";"Cedillo";"10513"
"Cáceres";"Valencia de Alcántara";"10514"
"Cáceres";"Valencia de Alcántara";"10515"
"Cáceres";"Valencia de Alcántara";"10516"
"Cáceres";"Valencia de Alcántara";"10519"
"Cáceres";"Toril";"10520"
"Cáceres";"Casatejada";"10520"
"Cáceres";"Serrejón";"10528"
"Cáceres";"Majadas";"10529"
"Cáceres";"Serradilla";"10530"
"Cáceres";"Mirabel";"10540"
"Cáceres";"Aliseda";"10550"
"Cáceres";"Herreruela";"10560"
"Cáceres";"Salorino";"10570"
"Cáceres";"Membrío";"10580"
"Cáceres";"Malpartida de Plasencia";"10590"
"Cáceres";"Malpartida de Plasencia";"10591"
"Cáceres";"Herguijuela";"10591"
"Cáceres";"Toril";"10591"
"Cáceres";"Casas de Millán";"10592"
"Cáceres";"Casar de Cáceres";"10593"
"Cáceres";"Plasencia";"10600"
"Cáceres";"Cabezuela del Valle";"10610"
"Cáceres";"Tornavacas";"10611"
"Cáceres";"Jerte";"10612"
"Cáceres";"Navaconcejo";"10613"
"Cáceres";"Valdastillas";"10614"
"Cáceres";"Piornal";"10615"
"Cáceres";"Cabrero";"10616"
"Cáceres";"Casas del Casta?ar";"10616"
"Cáceres";"Guijo de Granadilla";"10616"
"Cáceres";"El Torno";"10617"
"Cáceres";"Rebollar";"10617"
"Cáceres";"Caminomorisco";"10620"
"Cáceres";"Nu?omoral";"10623"
"Cáceres";"Caminomorisco";"10623"
"Cáceres";"Caminomorisco";"10624"
"Cáceres";"Ladrillar";"10624"
"Cáceres";"Ladrillar";"10625"
"Cáceres";"Nu?omoral";"10626"
"Cáceres";"Nu?omoral";"10627"
"Cáceres";"Nu?omoral";"10628"
"Cáceres";"Casares de las Hurdes";"10628"
"Cáceres";"Caminomorisco";"10629"
"Cáceres";"Nu?omoral";"10629"
"Cáceres";"Pinofranqueado";"10630"
"Cáceres";"Casar de Palomero";"10630"
"Cáceres";"Caminomorisco";"10630"
"Cáceres";"Pinofranqueado";"10638"
"Cáceres";"Pinofranqueado";"10639"
"Cáceres";"Casar de Palomero";"10640"
"Cáceres";"Casar de Palomero";"10649"
"Cáceres";"La Pesga";"10649"
"Cáceres";"Ahigal";"10650"
"Cáceres";"Palomero";"10660"
"Cáceres";"Oliva de Plasencia";"10660"
"Cáceres";"Santa Cruz de Paniagua";"10660"
"Cáceres";"Santa Cruz de Paniagua";"10661"
"Cáceres";"Marchagaz";"10662"
"Cáceres";"Cerezo";"10663"
"Cáceres";"Jaraicejo";"10663"
"Cáceres";"Mohedas de Granadilla";"10664"
"Cáceres";"Guijo de Granadilla";"10665"
"Cáceres";"Santibá?ez el Bajo";"10666"
"Cáceres";"Aceituna";"10666"
"Cáceres";"Oliva de Plasencia";"10667"
"Cáceres";"Carcaboso";"10670"
"Cáceres";"Carcaboso";"10671"
"Cáceres";"Plasencia";"10671"
"Cáceres";"Aldehuela de Jerte";"10671"
"Cáceres";"Valdeobispo";"10672"
"Cáceres";"Malpartida de Plasencia";"10680"
"Cáceres";"Alagón del Río";"10690"
"Cáceres";"Plasencia";"10690"
"Cáceres";"Galisteo";"10690"
"Cáceres";"Galisteo";"10691"
"Cáceres";"Guijo de Galisteo";"10692"
"Cáceres";"Riolobos";"10693"
"Cáceres";"Toril";"10694"
"Cáceres";"Torrejón el Rubio";"10694"
"Cáceres";"Serradilla";"10695"
"Cáceres";"Gargüera";"10696"
"Cáceres";"Barrado";"10696"
"Cáceres";"Tejeda de Tiétar";"10697"
"Cáceres";"Toril";"10697"
"Cáceres";"Malpartida de Plasencia";"10697"
"Cáceres";"Hervás";"10700"
"Sevilla";"Dos Hermanas";"10701"
"Cáceres";"Zarza de Granadilla";"10710"
"Cáceres";"La Granja";"10711"
"Cáceres";"Guijo de Granadilla";"10712"
"Cáceres";"Villar de Plasencia";"10720"
"Cáceres";"Jarilla";"10728"
"Cáceres";"Cabezabellosa";"10729"
"Cáceres";"Casas del Monte";"10730"
"Cáceres";"Segura de Toro";"10739"
"Cáceres";"Aldeanueva del Camino";"10740"
"Cáceres";"Abadía";"10748"
"Cáceres";"Gargantilla";"10749"
"Cáceres";"Ba?os de Montemayor";"10750"
"Cáceres";"La Garganta";"10759"
"Cáceres";"Coria";"10800"
"Cáceres";"Valdefuentes";"10810"
"Cáceres";"Montehermoso";"10810"
